source,sector,gas,year,value
,Agriculture,KYOTOGHG,1860,11.8
,Agriculture,KYOTOGHG,1861,11.8
,Agriculture,KYOTOGHG,1862,11.8
,Agriculture,KYOTOGHG,1863,11.8
,Agriculture,KYOTOGHG,1864,11.9
,Agriculture,KYOTOGHG,1865,11.9
,Agriculture,KYOTOGHG,1866,11.9
,Agriculture,KYOTOGHG,1867,11.9
,Agriculture,KYOTOGHG,1868,12.0
,Agriculture,KYOTOGHG,1869,12.0
,Agriculture,KYOTOGHG,1870,12.0
,Agriculture,KYOTOGHG,1871,12.1
,Agriculture,KYOTOGHG,1872,12.2
,Agriculture,KYOTOGHG,1873,12.3
,Agriculture,KYOTOGHG,1874,12.5
,Agriculture,KYOTOGHG,1875,12.6
,Agriculture,KYOTOGHG,1876,12.8
,Agriculture,KYOTOGHG,1877,12.9
,Agriculture,KYOTOGHG,1878,13.0
,Agriculture,KYOTOGHG,1879,13.1
,Agriculture,KYOTOGHG,1880,13.2
,Agriculture,KYOTOGHG,1881,13.3
,Agriculture,KYOTOGHG,1882,13.4
,Agriculture,KYOTOGHG,1883,13.5
,Agriculture,KYOTOGHG,1884,13.6
,Agriculture,KYOTOGHG,1885,13.7
,Agriculture,KYOTOGHG,1886,13.8
,Agriculture,KYOTOGHG,1887,13.9
,Agriculture,KYOTOGHG,1888,14.0
,Agriculture,KYOTOGHG,1889,14.1
,Agriculture,KYOTOGHG,1890,14.0
,Agriculture,KYOTOGHG,1891,14.3
,Agriculture,KYOTOGHG,1892,14.5
,Agriculture,KYOTOGHG,1893,14.8
,Agriculture,KYOTOGHG,1894,15.0
,Agriculture,KYOTOGHG,1895,15.2
,Agriculture,KYOTOGHG,1896,15.4
,Agriculture,KYOTOGHG,1897,15.6
,Agriculture,KYOTOGHG,1898,15.7
,Agriculture,KYOTOGHG,1899,15.8
,Agriculture,KYOTOGHG,1900,15.9
,Agriculture,KYOTOGHG,1901,16.0
,Agriculture,KYOTOGHG,1902,16.1
,Agriculture,KYOTOGHG,1903,16.1
,Agriculture,KYOTOGHG,1904,16.1
,Agriculture,KYOTOGHG,1905,16.1
,Agriculture,KYOTOGHG,1906,16.1
,Agriculture,KYOTOGHG,1907,16.2
,Agriculture,KYOTOGHG,1908,16.2
,Agriculture,KYOTOGHG,1909,16.3
,Agriculture,KYOTOGHG,1910,16.3
,Agriculture,KYOTOGHG,1911,16.5
,Agriculture,KYOTOGHG,1912,16.6
,Agriculture,KYOTOGHG,1913,16.8
,Agriculture,KYOTOGHG,1914,17.0
,Agriculture,KYOTOGHG,1915,17.1
,Agriculture,KYOTOGHG,1916,17.3
,Agriculture,KYOTOGHG,1917,17.5
,Agriculture,KYOTOGHG,1918,17.6
,Agriculture,KYOTOGHG,1919,17.8
,Agriculture,KYOTOGHG,1920,18.0
,Agriculture,KYOTOGHG,1921,18.1
,Agriculture,KYOTOGHG,1922,18.2
,Agriculture,KYOTOGHG,1923,18.4
,Agriculture,KYOTOGHG,1924,18.5
,Agriculture,KYOTOGHG,1925,18.7
,Agriculture,KYOTOGHG,1926,18.8
,Agriculture,KYOTOGHG,1927,19.0
,Agriculture,KYOTOGHG,1928,19.1
,Agriculture,KYOTOGHG,1929,19.3
,Agriculture,KYOTOGHG,1930,19.4
,Agriculture,KYOTOGHG,1931,19.6
,Agriculture,KYOTOGHG,1932,19.7
,Agriculture,KYOTOGHG,1933,19.9
,Agriculture,KYOTOGHG,1934,20.1
,Agriculture,KYOTOGHG,1935,20.2
,Agriculture,KYOTOGHG,1936,20.5
,Agriculture,KYOTOGHG,1937,20.8
,Agriculture,KYOTOGHG,1938,21.1
,Agriculture,KYOTOGHG,1939,21.4
,Agriculture,KYOTOGHG,1940,21.6
,Agriculture,KYOTOGHG,1941,22.0
,Agriculture,KYOTOGHG,1942,22.8
,Agriculture,KYOTOGHG,1943,23.7
,Agriculture,KYOTOGHG,1944,24.7
,Agriculture,KYOTOGHG,1945,25.9
,Agriculture,KYOTOGHG,1946,27.0
,Agriculture,KYOTOGHG,1947,28.1
,Agriculture,KYOTOGHG,1948,29.1
,Agriculture,KYOTOGHG,1949,29.8
,Agriculture,KYOTOGHG,1950,30.3
,Agriculture,KYOTOGHG,1951,30.7
,Agriculture,KYOTOGHG,1952,31.1
,Agriculture,KYOTOGHG,1953,31.4
,Agriculture,KYOTOGHG,1954,31.8
,Agriculture,KYOTOGHG,1955,32.1
,Agriculture,KYOTOGHG,1956,32.5
,Agriculture,KYOTOGHG,1957,32.8
,Agriculture,KYOTOGHG,1958,33.2
,Agriculture,KYOTOGHG,1959,33.5
,Agriculture,KYOTOGHG,1960,33.9
,Agriculture,KYOTOGHG,1961,34.8
,Agriculture,KYOTOGHG,1962,34.6
,Agriculture,KYOTOGHG,1963,33.5
,Agriculture,KYOTOGHG,1964,32.7
,Agriculture,KYOTOGHG,1965,34.5
,Agriculture,KYOTOGHG,1966,35.0
,Agriculture,KYOTOGHG,1967,35.6
,Agriculture,KYOTOGHG,1968,36.2
,Agriculture,KYOTOGHG,1969,38.1
,Agriculture,KYOTOGHG,1970,38.4
,Agriculture,KYOTOGHG,1971,36.2
,Agriculture,KYOTOGHG,1972,36.1
,Agriculture,KYOTOGHG,1973,36.4
,Agriculture,KYOTOGHG,1974,35.5
,Agriculture,KYOTOGHG,1975,35.1
,Agriculture,KYOTOGHG,1976,35.6
,Agriculture,KYOTOGHG,1977,36.9
,Agriculture,KYOTOGHG,1978,38.4
,Agriculture,KYOTOGHG,1979,39.1
,Agriculture,KYOTOGHG,1980,38.7
,Agriculture,KYOTOGHG,1981,38.5
,Agriculture,KYOTOGHG,1982,38.6
,Agriculture,KYOTOGHG,1983,36.8
,Agriculture,KYOTOGHG,1984,40.2
,Agriculture,KYOTOGHG,1985,40.6
,Agriculture,KYOTOGHG,1986,40.0
,Agriculture,KYOTOGHG,1987,40.0
,Agriculture,KYOTOGHG,1988,39.3
,Agriculture,KYOTOGHG,1989,38.6
,Agriculture,KYOTOGHG,1990,38.2
,Agriculture,KYOTOGHG,1991,39.1
,Agriculture,KYOTOGHG,1992,38.6
,Agriculture,KYOTOGHG,1993,39.0
,Agriculture,KYOTOGHG,1994,38.6
,Agriculture,KYOTOGHG,1995,38.6
,Agriculture,KYOTOGHG,1996,38.6
,Agriculture,KYOTOGHG,1997,39.1
,Agriculture,KYOTOGHG,1998,38.4
,Agriculture,KYOTOGHG,1999,38.9
,Agriculture,KYOTOGHG,2000,37.7
,Agriculture,KYOTOGHG,2001,37.3
,Agriculture,KYOTOGHG,2002,36.8
,Agriculture,KYOTOGHG,2003,36.6
,Agriculture,KYOTOGHG,2004,35.9
,Agriculture,KYOTOGHG,2005,35.3
,Agriculture,KYOTOGHG,2006,34.6
,Agriculture,KYOTOGHG,2007,35.3
,Agriculture,KYOTOGHG,2008,34.4
,Agriculture,KYOTOGHG,2009,33.7
,Agriculture,KYOTOGHG,2010,32.9
,Agriculture,KYOTOGHG,2011,33.4
,Agriculture,KYOTOGHG,2012,33.8
,Agriculture,KYOTOGHG,2013,33.1
,Agriculture,KYOTOGHG,2014,32.6
,Agriculture,KYOTOGHG,2015,32.7
,Agriculture,KYOTOGHG,2016,33.8
,Agriculture,KYOTOGHG,2017,32.9
,Agriculture,KYOTOGHG,2018,32.7
,Agriculture,KYOTOGHG,2019,32.6
,Agriculture,KYOTOGHG,2020,33.8
,Agriculture,KYOTOGHG,2021,33.1
,Agriculture,KYOTOGHG,2022,31.0
,Agriculture,KYOTOGHG,2023,32.3
,Agriculture,KYOTOGHG,2024,31.5
,Agriculture,N2O,1850,0.76
,Agriculture,N2O,1851,0.78
,Agriculture,N2O,1852,0.8
,Agriculture,N2O,1853,0.81
,Agriculture,N2O,1854,0.82
,Agriculture,N2O,1855,0.84
,Agriculture,N2O,1856,0.85
,Agriculture,N2O,1857,0.86
,Agriculture,N2O,1858,0.87
,Agriculture,N2O,1859,0.87
,Agriculture,N2O,1860,0.87
,Agriculture,N2O,1861,0.88
,Agriculture,N2O,1862,0.88
,Agriculture,N2O,1863,0.88
,Agriculture,N2O,1864,0.88
,Agriculture,N2O,1865,0.88
,Agriculture,N2O,1866,0.88
,Agriculture,N2O,1867,0.88
,Agriculture,N2O,1868,0.88
,Agriculture,N2O,1869,0.88
,Agriculture,N2O,1870,0.89
,Agriculture,N2O,1871,0.9
,Agriculture,N2O,1872,0.94
,Agriculture,N2O,1873,0.99
,Agriculture,N2O,1874,1.06
,Agriculture,N2O,1875,1.13
,Agriculture,N2O,1876,1.21
,Agriculture,N2O,1877,1.28
,Agriculture,N2O,1878,1.34
,Agriculture,N2O,1879,1.39
,Agriculture,N2O,1880,1.42
,Agriculture,N2O,1881,1.44
,Agriculture,N2O,1882,1.45
,Agriculture,N2O,1883,1.47
,Agriculture,N2O,1884,1.48
,Agriculture,N2O,1885,1.48
,Agriculture,N2O,1886,1.49
,Agriculture,N2O,1887,1.5
,Agriculture,N2O,1888,1.51
,Agriculture,N2O,1889,1.52
,Agriculture,N2O,1890,1.34
,Agriculture,N2O,1891,1.53
,Agriculture,N2O,1892,1.7
,Agriculture,N2O,1893,1.87
,Agriculture,N2O,1894,2.01
,Agriculture,N2O,1895,2.14
,Agriculture,N2O,1896,2.25
,Agriculture,N2O,1897,2.34
,Agriculture,N2O,1898,2.4
,Agriculture,N2O,1899,2.44
,Agriculture,N2O,1900,2.46
,Agriculture,N2O,1901,2.44
,Agriculture,N2O,1902,2.41
,Agriculture,N2O,1903,2.35
,Agriculture,N2O,1904,2.28
,Agriculture,N2O,1905,2.21
,Agriculture,N2O,1906,2.13
,Agriculture,N2O,1907,2.06
,Agriculture,N2O,1908,2.01
,Agriculture,N2O,1909,1.97
,Agriculture,N2O,1910,1.96
,Agriculture,N2O,1911,1.96
,Agriculture,N2O,1912,1.96
,Agriculture,N2O,1913,1.97
,Agriculture,N2O,1914,1.98
,Agriculture,N2O,1915,1.99
,Agriculture,N2O,1916,2.0
,Agriculture,N2O,1917,2.02
,Agriculture,N2O,1918,2.03
,Agriculture,N2O,1919,2.05
,Agriculture,N2O,1920,2.06
,Agriculture,N2O,1921,2.08
,Agriculture,N2O,1922,2.11
,Agriculture,N2O,1923,2.14
,Agriculture,N2O,1924,2.18
,Agriculture,N2O,1925,2.22
,Agriculture,N2O,1926,2.26
,Agriculture,N2O,1927,2.3
,Agriculture,N2O,1928,2.35
,Agriculture,N2O,1929,2.39
,Agriculture,N2O,1930,2.43
,Agriculture,N2O,1931,2.47
,Agriculture,N2O,1932,2.52
,Agriculture,N2O,1933,2.57
,Agriculture,N2O,1934,2.62
,Agriculture,N2O,1935,2.68
,Agriculture,N2O,1936,2.73
,Agriculture,N2O,1937,2.76
,Agriculture,N2O,1938,2.78
,Agriculture,N2O,1939,2.81
,Agriculture,N2O,1940,2.81
,Agriculture,N2O,1941,2.99
,Agriculture,N2O,1942,3.42
,Agriculture,N2O,1943,4.08
,Agriculture,N2O,1944,4.88
,Agriculture,N2O,1945,5.75
,Agriculture,N2O,1946,6.63
,Agriculture,N2O,1947,7.42
,Agriculture,N2O,1948,8.11
,Agriculture,N2O,1949,8.59
,Agriculture,N2O,1950,8.8
,Agriculture,N2O,1951,8.85
,Agriculture,N2O,1952,8.9
,Agriculture,N2O,1953,8.96
,Agriculture,N2O,1954,9.04
,Agriculture,N2O,1955,9.09
,Agriculture,N2O,1956,9.17
,Agriculture,N2O,1957,9.25
,Agriculture,N2O,1958,9.33
,Agriculture,N2O,1959,9.41
,Agriculture,N2O,1960,9.51
,Agriculture,N2O,1961,10.12
,Agriculture,N2O,1962,10.23
,Agriculture,N2O,1963,9.99
,Agriculture,N2O,1964,9.96
,Agriculture,N2O,1965,10.63
,Agriculture,N2O,1966,10.79
,Agriculture,N2O,1967,10.94
,Agriculture,N2O,1968,11.21
,Agriculture,N2O,1969,11.77
,Agriculture,N2O,1970,11.95
,Agriculture,N2O,1971,11.66
,Agriculture,N2O,1972,11.9
,Agriculture,N2O,1973,11.9
,Agriculture,N2O,1974,11.79
,Agriculture,N2O,1975,12.0
,Agriculture,N2O,1976,11.95
,Agriculture,N2O,1977,12.64
,Agriculture,N2O,1978,14.1
,Agriculture,N2O,1979,14.58
,Agriculture,N2O,1980,14.1
,Agriculture,N2O,1981,14.02
,Agriculture,N2O,1982,13.94
,Agriculture,N2O,1983,13.7
,Agriculture,N2O,1984,14.65
,Agriculture,N2O,1985,14.76
,Agriculture,N2O,1986,14.5
,Agriculture,N2O,1987,14.71
,Agriculture,N2O,1988,13.99
,Agriculture,N2O,1989,13.41
,Agriculture,N2O,1990,13.09
,Agriculture,N2O,1991,13.7
,Agriculture,N2O,1992,13.89
,Agriculture,N2O,1993,14.34
,Agriculture,N2O,1994,13.99
,Agriculture,N2O,1995,13.94
,Agriculture,N2O,1996,13.86
,Agriculture,N2O,1997,14.39
,Agriculture,N2O,1998,13.94
,Agriculture,N2O,1999,14.12
,Agriculture,N2O,2000,13.62
,Agriculture,N2O,2001,13.46
,Agriculture,N2O,2002,13.46
,Agriculture,N2O,2003,13.12
,Agriculture,N2O,2004,13.33
,Agriculture,N2O,2005,12.91
,Agriculture,N2O,2006,12.64
,Agriculture,N2O,2007,12.67
,Agriculture,N2O,2008,12.03
,Agriculture,N2O,2009,11.34
,Agriculture,N2O,2010,11.08
,Agriculture,N2O,2011,11.26
,Agriculture,N2O,2012,11.63
,Agriculture,N2O,2013,11.0
,Agriculture,N2O,2014,11.02
,Agriculture,N2O,2015,10.97
,Agriculture,N2O,2016,11.74
,Agriculture,N2O,2017,10.97
,Agriculture,N2O,2018,11.0
,Agriculture,N2O,2019,10.94
,Agriculture,N2O,2020,11.93
,Agriculture,N2O,2021,11.47
,Agriculture,N2O,2022,9.91
,Agriculture,N2O,2023,11.02
,Agriculture,N2O,2024,10.49
,Energy,CH4,1850,4.7
,Energy,CH4,1851,4.73
,Energy,CH4,1852,4.73
,Energy,CH4,1853,4.76
,Energy,CH4,1854,4.79
,Energy,CH4,1855,4.79
,Energy,CH4,1856,4.82
,Energy,CH4,1857,4.82
,Energy,CH4,1858,4.84
,Energy,CH4,1859,4.84
,Energy,CH4,1860,4.87
,Energy,CH4,1861,4.87
,Energy,CH4,1862,4.9
,Energy,CH4,1863,4.9
,Energy,CH4,1864,4.93
,Energy,CH4,1865,4.93
,Energy,CH4,1866,4.96
,Energy,CH4,1867,4.96
,Energy,CH4,1868,4.96
,Energy,CH4,1869,4.98
,Energy,CH4,1870,5.01
,Energy,CH4,1871,5.01
,Energy,CH4,1872,5.01
,Energy,CH4,1873,5.01
,Energy,CH4,1874,5.01
,Energy,CH4,1875,4.98
,Energy,CH4,1876,5.01
,Energy,CH4,1877,5.01
,Energy,CH4,1878,5.01
,Energy,CH4,1879,5.01
,Energy,CH4,1880,4.98
,Energy,CH4,1881,4.98
,Energy,CH4,1882,5.01
,Energy,CH4,1883,5.01
,Energy,CH4,1884,5.01
,Energy,CH4,1885,5.04
,Energy,CH4,1886,5.04
,Energy,CH4,1887,5.07
,Energy,CH4,1888,5.07
,Energy,CH4,1889,5.07
,Energy,CH4,1890,5.07
,Energy,CH4,1891,5.04
,Energy,CH4,1892,5.04
,Energy,CH4,1893,5.01
,Energy,CH4,1894,5.04
,Energy,CH4,1895,5.01
,Energy,CH4,1896,4.98
,Energy,CH4,1897,4.98
,Energy,CH4,1898,4.98
,Energy,CH4,1899,4.98
,Energy,CH4,1900,4.98
,Energy,CH4,1901,4.96
,Energy,CH4,1902,4.96
,Energy,CH4,1903,4.96
,Energy,CH4,1904,4.96
,Energy,CH4,1905,4.96
,Energy,CH4,1906,4.98
,Energy,CH4,1907,4.98
,Energy,CH4,1908,4.98
,Energy,CH4,1909,5.01
,Energy,CH4,1910,4.98
,Energy,CH4,1911,4.96
,Energy,CH4,1912,4.93
,Energy,CH4,1913,4.9
,Energy,CH4,1914,4.82
,Energy,CH4,1915,4.73
,Energy,CH4,1916,4.7
,Energy,CH4,1917,4.54
,Energy,CH4,1918,4.48
,Energy,CH4,1919,4.4
,Energy,CH4,1920,4.34
,Energy,CH4,1921,4.4
,Energy,CH4,1922,4.42
,Energy,CH4,1923,4.45
,Energy,CH4,1924,4.51
,Energy,CH4,1925,4.48
,Energy,CH4,1926,4.54
,Energy,CH4,1927,4.62
,Energy,CH4,1928,4.54
,Energy,CH4,1929,4.62
,Energy,CH4,1930,4.54
,Energy,CH4,1931,4.42
,Energy,CH4,1932,4.31
,Energy,CH4,1933,4.34
,Energy,CH4,1934,4.48
,Energy,CH4,1935,4.54
,Energy,CH4,1936,4.31
,Energy,CH4,1937,4.51
,Energy,CH4,1938,4.51
,Energy,CH4,1939,4.51
,Energy,CH4,1940,4.54
,Energy,CH4,1941,4.42
,Energy,CH4,1942,4.4
,Energy,CH4,1943,3.86
,Energy,CH4,1944,3.78
,Energy,CH4,1945,3.81
,Energy,CH4,1946,4.09
,Energy,CH4,1947,4.28
,Energy,CH4,1948,4.23
,Energy,CH4,1949,4.2
,Energy,CH4,1950,4.14
,Energy,CH4,1951,4.12
,Energy,CH4,1952,3.98
,Energy,CH4,1953,3.86
,Energy,CH4,1954,3.84
,Energy,CH4,1955,3.84
,Energy,CH4,1956,3.86
,Energy,CH4,1957,3.84
,Energy,CH4,1958,3.75
,Energy,CH4,1959,3.78
,Energy,CH4,1960,3.95
,Energy,CH4,1961,4.12
,Energy,CH4,1962,4.37
,Energy,CH4,1963,4.62
,Energy,CH4,1964,4.76
,Energy,CH4,1965,4.87
,Energy,CH4,1966,5.15
,Energy,CH4,1967,5.38
,Energy,CH4,1968,5.6
,Energy,CH4,1969,5.88
,Energy,CH4,1970,6.41
,Energy,CH4,1971,6.24
,Energy,CH4,1972,6.47
,Energy,CH4,1973,6.83
,Energy,CH4,1974,7.7
,Energy,CH4,1975,7.78
,Energy,CH4,1976,8.26
,Energy,CH4,1977,8.23
,Energy,CH4,1978,8.48
,Energy,CH4,1979,8.93
,Energy,CH4,1980,8.99
,Energy,CH4,1981,9.13
,Energy,CH4,1982,9.32
,Energy,CH4,1983,9.38
,Energy,CH4,1984,9.91
,Energy,CH4,1985,10.22
,Energy,CH4,1986,10.86
,Energy,CH4,1987,11.54
,Energy,CH4,1988,12.18
,Energy,CH4,1989,12.66
,Energy,CH4,1990,12.94
,Energy,CH4,1991,13.05
,Energy,CH4,1992,13.13
,Energy,CH4,1993,12.99
,Energy,CH4,1994,12.74
,Energy,CH4,1995,12.46
,Energy,CH4,1996,12.24
,Energy,CH4,1997,12.32
,Energy,CH4,1998,12.38
,Energy,CH4,1999,12.12
,Energy,CH4,2000,11.68
,Energy,CH4,2001,11.03
,Energy,CH4,2002,10.56
,Energy,CH4,2003,10.89
,Energy,CH4,2004,10.11
,Energy,CH4,2005,10.67
,Energy,CH4,2006,10.16
,Energy,CH4,2007,10.67
,Energy,CH4,2008,10.98
,Energy,CH4,2009,10.56
,Energy,CH4,2010,10.84
,Energy,CH4,2011,9.88
,Energy,CH4,2012,10.53
,Energy,CH4,2013,10.36
,Energy,CH4,2014,9.74
,Energy,CH4,2015,9.46
,Energy,CH4,2016,8.96
,Energy,CH4,2017,8.99
,Energy,CH4,2018,8.4
,Energy,CH4,2019,7.48
,Energy,CH4,2020,7.2
,Energy,CH4,2021,7.28
,Energy,CH4,2022,6.41
,Energy,CH4,2023,5.82
,Energy,CH4,2024,5.63
,Energy,CO2,1850,0.0
,Energy,CO2,1851,0.0
,Energy,CO2,1852,0.0
,Energy,CO2,1853,0.0
,Energy,CO2,1854,0.0
,Energy,CO2,1855,0.0
,Energy,CO2,1856,0.0
,Energy,CO2,1857,0.0
,Energy,CO2,1858,0.0
,Energy,CO2,1859,0.0
,Energy,CO2,1860,0.03
,Energy,CO2,1861,0.68
,Energy,CO2,1862,1.25
,Energy,CO2,1863,1.09
,Energy,CO2,1864,1.64
,Energy,CO2,1865,1.3
,Energy,CO2,1866,1.51
,Energy,CO2,1867,1.5
,Energy,CO2,1868,1.73
,Energy,CO2,1869,1.91
,Energy,CO2,1870,2.73
,Energy,CO2,1871,2.36
,Energy,CO2,1872,3.03
,Energy,CO2,1873,2.83
,Energy,CO2,1874,3.06
,Energy,CO2,1875,3.13
,Energy,CO2,1876,4.19
,Energy,CO2,1877,3.88
,Energy,CO2,1878,3.86
,Energy,CO2,1879,4.44
,Energy,CO2,1880,5.17
,Energy,CO2,1881,6.08
,Energy,CO2,1882,6.4
,Energy,CO2,1883,6.78
,Energy,CO2,1884,7.51
,Energy,CO2,1885,8.55
,Energy,CO2,1886,8.5
,Energy,CO2,1887,10.4
,Energy,CO2,1888,11.1
,Energy,CO2,1889,11.5
,Energy,CO2,1890,12.5
,Energy,CO2,1891,11.2
,Energy,CO2,1892,11.1
,Energy,CO2,1893,10.7
,Energy,CO2,1894,13.3
,Energy,CO2,1895,12.3
,Energy,CO2,1896,11.7
,Energy,CO2,1897,12.2
,Energy,CO2,1898,12.7
,Energy,CO2,1899,13.9
,Energy,CO2,1900,14.2
,Energy,CO2,1901,13.8
,Energy,CO2,1902,15.3
,Energy,CO2,1903,15.6
,Energy,CO2,1904,16.5
,Energy,CO2,1905,18.2
,Energy,CO2,1906,21.5
,Energy,CO2,1907,23.3
,Energy,CO2,1908,23.7
,Energy,CO2,1909,26.2
,Energy,CO2,1910,26.3
,Energy,CO2,1911,27.1
,Energy,CO2,1912,28.4
,Energy,CO2,1913,30.6
,Energy,CO2,1914,27.8
,Energy,CO2,1915,24.3
,Energy,CO2,1916,24.0
,Energy,CO2,1917,16.5
,Energy,CO2,1918,19.4
,Energy,CO2,1919,19.0
,Energy,CO2,1920,18.2
,Energy,CO2,1921,22.3
,Energy,CO2,1922,26.2
,Energy,CO2,1923,27.4
,Energy,CO2,1924,32.8
,Energy,CO2,1925,31.6
,Energy,CO2,1926,36.6
,Energy,CO2,1927,41.2
,Energy,CO2,1928,37.4
,Energy,CO2,1929,43.2
,Energy,CO2,1930,38.6
,Energy,CO2,1931,33.3
,Energy,CO2,1932,27.1
,Energy,CO2,1933,29.3
,Energy,CO2,1934,38.4
,Energy,CO2,1935,44.2
,Energy,CO2,1936,30.7
,Energy,CO2,1937,43.9
,Energy,CO2,1938,43.6
,Energy,CO2,1939,44.5
,Energy,CO2,1940,47.6
,Energy,CO2,1941,42.4
,Energy,CO2,1942,41.6
,Energy,CO2,1943,6.4
,Energy,CO2,1944,2.97
,Energy,CO2,1945,3.86
,Energy,CO2,1946,21.6
,Energy,CO2,1947,36.2
,Energy,CO2,1948,34.7
,Energy,CO2,1949,38.6
,Energy,CO2,1950,39.8
,Energy,CO2,1951,47.1
,Energy,CO2,1952,48.4
,Energy,CO2,1953,53.4
,Energy,CO2,1954,62.1
,Energy,CO2,1955,69.7
,Energy,CO2,1956,79.9
,Energy,CO2,1957,83.4
,Energy,CO2,1958,83.5
,Energy,CO2,1959,89.5
,Energy,CO2,1960,104.0
,Energy,CO2,1961,119.0
,Energy,CO2,1962,141.0
,Energy,CO2,1963,159.0
,Energy,CO2,1964,170.0
,Energy,CO2,1965,185.0
,Energy,CO2,1966,210.0
,Energy,CO2,1967,229.0
,Energy,CO2,1968,243.0
,Energy,CO2,1969,264.0
,Energy,CO2,1970,290.0
,Energy,CO2,1971,308.0
,Energy,CO2,1972,325.0
,Energy,CO2,1973,350.0
,Energy,CO2,1974,355.0
,Energy,CO2,1975,340.0
,Energy,CO2,1976,363.0
,Energy,CO2,1977,349.0
,Energy,CO2,1978,366.0
,Energy,CO2,1979,380.0
,Energy,CO2,1980,381.0
,Energy,CO2,1981,369.0
,Energy,CO2,1982,361.0
,Energy,CO2,1983,352.0
,Energy,CO2,1984,360.0
,Energy,CO2,1985,365.0
,Energy,CO2,1986,359.0
,Energy,CO2,1987,376.0
,Energy,CO2,1988,382.0
,Energy,CO2,1989,401.0
,Energy,CO2,1990,409.0
,Energy,CO2,1991,409.0
,Energy,CO2,1992,409.0
,Energy,CO2,1993,404.0
,Energy,CO2,1994,399.0
,Energy,CO2,1995,422.0
,Energy,CO2,1996,418.0
,Energy,CO2,1997,424.0
,Energy,CO2,1998,436.0
,Energy,CO2,1999,441.0
,Energy,CO2,2000,444.0
,Energy,CO2,2001,443.0
,Energy,CO2,2002,451.0
,Energy,CO2,2003,468.0
,Energy,CO2,2004,473.0
,Energy,CO2,2005,473.0
,Energy,CO2,2006,468.0
,Energy,CO2,2007,461.0
,Energy,CO2,2008,452.0
,Energy,CO2,2009,403.0
,Energy,CO2,2010,414.0
,Energy,CO2,2011,403.0
,Energy,CO2,2012,385.0
,Energy,CO2,2013,353.0
,Energy,CO2,2014,334.0
,Energy,CO2,2015,346.0
,Energy,CO2,2016,343.0
,Energy,CO2,2017,338.0
,Energy,CO2,2018,334.0
,Energy,CO2,2019,325.0
,Energy,CO2,2020,289.0
,Energy,CO2,2021,321.0
,Energy,CO2,2022,327.0
,Energy,CO2,2023,299.0
,Energy,CO2,2024,291.0
,Energy,KYOTOGHG,1850,4.94
,Energy,KYOTOGHG,1851,4.96
,Energy,KYOTOGHG,1852,4.99
,Energy,KYOTOGHG,1853,5.01
,Energy,KYOTOGHG,1854,5.03
,Energy,KYOTOGHG,1855,5.05
,Energy,KYOTOGHG,1856,5.07
,Energy,KYOTOGHG,1857,5.09
,Energy,KYOTOGHG,1858,5.1
,Energy,KYOTOGHG,1859,5.12
,Energy,KYOTOGHG,1860,5.16
,Energy,KYOTOGHG,1861,5.84
,Energy,KYOTOGHG,1862,6.42
,Energy,KYOTOGHG,1863,6.27
,Energy,KYOTOGHG,1864,6.84
,Energy,KYOTOGHG,1865,6.51
,Energy,KYOTOGHG,1866,6.74
,Energy,KYOTOGHG,1867,6.74
,Energy,KYOTOGHG,1868,6.97
,Energy,KYOTOGHG,1869,7.16
,Energy,KYOTOGHG,1870,8.01
,Energy,KYOTOGHG,1871,7.63
,Energy,KYOTOGHG,1872,8.33
,Energy,KYOTOGHG,1873,8.14
,Energy,KYOTOGHG,1874,8.39
,Energy,KYOTOGHG,1875,8.47
,Energy,KYOTOGHG,1876,9.58
,Energy,KYOTOGHG,1877,9.28
,Energy,KYOTOGHG,1878,9.28
,Energy,KYOTOGHG,1879,9.87
,Energy,KYOTOGHG,1880,10.6
,Energy,KYOTOGHG,1881,11.5
,Energy,KYOTOGHG,1882,11.9
,Energy,KYOTOGHG,1883,12.2
,Energy,KYOTOGHG,1884,13.0
,Energy,KYOTOGHG,1885,14.1
,Energy,KYOTOGHG,1886,14.0
,Energy,KYOTOGHG,1887,15.9
,Energy,KYOTOGHG,1888,16.7
,Energy,KYOTOGHG,1889,17.0
,Energy,KYOTOGHG,1890,18.1
,Energy,KYOTOGHG,1891,16.8
,Energy,KYOTOGHG,1892,16.7
,Energy,KYOTOGHG,1893,16.4
,Energy,KYOTOGHG,1894,19.0
,Energy,KYOTOGHG,1895,17.9
,Energy,KYOTOGHG,1896,17.3
,Energy,KYOTOGHG,1897,17.9
,Energy,KYOTOGHG,1898,18.4
,Energy,KYOTOGHG,1899,19.6
,Energy,KYOTOGHG,1900,20.0
,Energy,KYOTOGHG,1901,19.6
,Energy,KYOTOGHG,1902,21.2
,Energy,KYOTOGHG,1903,21.5
,Energy,KYOTOGHG,1904,22.4
,Energy,KYOTOGHG,1905,24.2
,Energy,KYOTOGHG,1906,27.6
,Energy,KYOTOGHG,1907,29.4
,Energy,KYOTOGHG,1908,29.9
,Energy,KYOTOGHG,1909,32.4
,Energy,KYOTOGHG,1910,32.5
,Energy,KYOTOGHG,1911,33.3
,Energy,KYOTOGHG,1912,34.6
,Energy,KYOTOGHG,1913,36.8
,Energy,KYOTOGHG,1914,33.9
,Energy,KYOTOGHG,1915,30.3
,Energy,KYOTOGHG,1916,30.1
,Energy,KYOTOGHG,1917,22.3
