operatorLogoUrl,operatorKey,operatorLabel,operatorLabelLong,operatorTooltip,operatorCountryKey,operatorCountryLabel,operatorCountryFlag,operatorTypeLabel,operatorTypeLabelLong,participates,membershipLabel,tsoEicCode,tsoDisplayName,tsoShortName,tsoLongName,tsoStreet,tsoBuildingNumber,tsoPostOfficeBox,tsoZipCode,tsoCity,tsoContactName,tsoContactPhone,tsoContactEmail,tsoContactUrl,tsoContactRemarks,tsoGeneralWebsiteUrl,tsoGeneralWebsiteUrlRemarks,tsoTariffInformationUrl,tsoTariffInformationUrlRemarks,tsoTariffCalculatorUrl,tsoTariffCalculatorUrlRemarks,tsoCapacityInformationUrl,tsoCapacityInformationUrlRemarks,tsoGasQualityURL,tsoGasQualityURLRemarks,tsoAccessConditionsUrl,tsoAccessConditionsUrlRemarks,tsoContractDocumentsUrl,tsoContractDocumentsUrlRemarks,tsoMaintainanceUrl,tsoMaintainanceUrlRemarks,gasDayStartHour,gasDayStartHourRemarks,multiAnnualContractsIsAvailable,multiAnnualContractsRemarks,annualContractsIsAvailable,annualContractsRemarks,halfAnnualContractsIsAvailable,halfAnnualContractsRemarks,quarterlyContractsIsAvailable,quarterlyContractsRemarks,monthlyContractsIsAvailable,monthlyContractsRemarks,dailyContractsIsAvailable,dailyContractsRemarks,withinDayContractsIsAvailable,withinDayContractsRemarks,availableContractsRemarks,firmCapacityTariffIsApplied,firmCapacityTariffUnit,firmCapacityTariffRemarks,interruptibleCapacityTariffIsApplied,interruptibleCapacityTariffUnit,interruptibleCapacityTariffRemarks,auctionIsApplied,auctionTariffIsApplied,auctionCapacityTariffUnit,auctionRemarks,commodityTariffIsApplied,commodityTariffUnit,commodityTariffPrice,commodityTariffRemarks,othersTariffIsApplied,othersTariffRemarks,generalTariffInformationRemarks,generalCapacityRemark,firstComeFirstServedIsApplied,firstComeFirstServedRemarks,openSubscriptionWindowIsApplied,openSubscriptionWindowRemarks,firmTechnicalRemark,firmBookedRemark,firmAvailableRemark,interruptibleTotalRemark,interruptibleBookedRemark,interruptibleAvailableRemark,tsoGeneralRemarks,balancingModel,bMHourlyImbalanceToleranceIsApplied,bMHourlyImbalanceToleranceIsInformation,bMHourlyImbalanceToleranceIsRemarks,bMDailyImbalanceToleranceIsApplied,bMDailyImbalanceToleranceIsInformation,bMDailyImbalanceToleranceIsRemarks,bMAdditionalDailyImbalanceToleranceIsApplied,bMAdditionalDailyImbalanceToleranceIsInformation,bMAdditionalDailyImbalanceToleranceIsRemarks,bMCumulatedImbalanceToleranceIsApplied,bMCumulatedImbalanceToleranceIsInformation,bMCumulatedImbalanceToleranceIsRemarks,bMAdditionalCumulatedImbalanceToleranceIsApplied,bMAdditionalCumulatedImbalanceToleranceIsInformation,bMAdditionalCumulatedImbalanceToleranceIsRemarks,bMStatusInformation,bMStatusInformationFrequency,bMPenalties,bMCashOutRegime,bMRemarks,gridTransportModelType,gridTransportModelTypeRemarks,gridConversionFactorCapacityDefault,gridConversionFactorCapacityDefaultRemaks,gridGrossCalorificValueDefaultValue,gridGrossCalorificValueDefaultValueTo,gridGrossCalorificValueDefaultUnit,gridGrossCalorificValueDefaultRemarks,gridGasSourceDefault,lastUpdateDateTime,transparencyInformationURL,transparencyInformationUrlRemarks,transparencyGuidelinesInformationURL,transparencyGuidelinesInformationUrlRemarks,tsoUmmRssFeedUrlGas,tsoUmmRssFeedUrlOther,includeUmmInAcerRssFeed,id,dataSet
http://www.entsog.eu/public/images/TP/logo_KingStreetEnergy.png,UK-SSO-0006,"King Street Energy","King Street Enegy Ltd","King Street Enegy Ltd|                ",UK,"United Kingdom",,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-SSO-0006,1
,UK-SSO-0007,"NG LGS","National Grid LNG Storage","National Grid LNG Storage|23XNATIONALGRIDA",UK,"United Kingdom",,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-SSO-0007,1
,UK-SSO-0008,"Scottish Power","Scottish Power","Scottish Power|23XSCOTTISHPOWEF",UK,"United Kingdom",,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-SSO-0008,1
,UK-SSO-0009,SSE,"SSE plc","SSE plc|23XSSEENERGYSUPV",UK,"United Kingdom",,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-SSO-0009,1
,UK-SSO-0010,Centrica,"Centrica Storage","Centrica Storage|23X--140117CSL-X",UK,"United Kingdom",,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-SSO-0010,1
,UK-SSO-0011,Gateway,Gateway,"Gateway|                ",UK,"United Kingdom",,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-SSO-0011,1
,UK-SSO-0012,"Humbly Grove","Humbly Grove Energy","Humbly Grove Energy|                ",UK,"United Kingdom",,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-SSO-0012,1
,UK-SSO-0013,"ENI (UK)","ENI Storage UK","ENI Storage UK|                ",UK,"United Kingdom",,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-SSO-0013,1
,UK-SSO-0014,"NG LNG","National Grid LNG","National Grid LNG|                ",UK,"United Kingdom",,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-SSO-0014,1
,UK-SSO-0015,Halite,"Halite Energy Group","Halite Energy Group|                ",UK,"United Kingdom",,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-SSO-0015,1
,UK-SSO-0016,Perenco,Perenco,"Perenco|                ",UK,"United Kingdom",,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-SSO-0016,1
https://www.entsog.eu/sites/default/files/2023-06/NGT_MasterLogo_RGB.png,UK-TSO-0001,"National Gas TSO","National Gas Transmission","National Gas Transmission|21X-GB-A-A0A0A-7",UK,"United Kingdom",,TSO,"Transmission System Operator for Gas",1,EUC,21X-GB-A-A0A0A-7,,,,"Warwick Technology Park","Nat. Grid House",,"CV34 6DA",Warwick,,"0044 1926 656474",,https://www.nationalgas.com/,,https://www.nationalgas.com/,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,http://www.gasgovernance.co.uk/reldocs,,,,5,,1," Can have multi-annual duration periods made up of smaller contract periods.",1,,1," Can have multi-annual duration periods made up of smaller contract periods.",1," Can have multi-annual duration periods made up of smaller contract periods.",1," Can have multi-annual duration periods made up of smaller contract periods.",1,,1,,,1,p/kWh/d,"Exit only, sold FCFS.",1,p/kWh/d,"Interruptible is sold in day-ahead auction for Entry. Interruptible exit capacity is automatically deemed to Users flowing against an interruptible meter at no cost.",,1,p/kWh/d,,1,p/kWh/d,0.02,"Users charged by energy throughput.",,,,,,,,,,,,,,,,DailyWithHourlyConstraints,,,,,,"None (There is a daily settlement with each shipper having their total imbalance cashed out)",,,,,,,,,,,,,,,Entry-Exit,,1,,39,,MJ/Sm3,,Norway,"2026-07-22 00:16",,,http://www2.nationalgrid.com/UK/Industry-information/Europe/Transparency-Requirements/,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-TSO-0001,1
http://www.entsog.eu/public/images/TP/logo_premiertransmission.png,UK-TSO-0002,PTL,"Premier Transmission","Premier Transmission|21X0000000013562",UK,"United Kingdom",,TSO,"Transmission System Operator for Gas",1,EUC,21X0000000013562,,,,"Ormeau Road",85,,"BT7 1SH",Belfast,"Stephen English",00442890437580,shippercommunications@gmo-ni.com,http://gmo-ni.com/,,http://gmo-ni.com/,,http://gmo-ni.com/tariffs,"Regulation (EU) 2017/460, Article 29&30 Information",http://gmo-ni.com/tariffs,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",http://gmo-ni.com/transparency/ni-gas-capacity-statement-nigcs-for-the-period-2017-18-to-2026-27,,http://gmo-ni.com/network-gas-transmission-code,"Regulation (EU) No 2015/703, Article 16 information",http://gmo-ni.com/network-gas-transmission-code,,,,http://gmo-ni.com/network-gas-transmission-code,,5,,,,1,,,,1,,1,,1,,1,,,1,GBP/KWh/D,,,GBP/KWh/D,,1,1,GBP/KWh/D,,1,GBP/KWh/D,0.000944,,,,,,1,,,,,,,,,,,Daily,,,,1,"Range 3% - 20%","Individual Shipper's tolerance percentage based on their portfolio.",,,,,,,,,,"A Shipper's end of day imbalance position is based on allocations and is available on D+1.",Daily,,,"See Section 4 of the PTL Transportation Code for more information.",Entry-Exit,,1,,,,,,,"2026-07-22 00:16",http://gmo-ni.com/transparency,,http://gmo-ni.com/transparency,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-TSO-0002,1
https://entsog.eu/sites/default/files/inline-images/Logo_Interconnector_Blue_140x32.png,UK-TSO-0003,Interconnector,"Interconnector Limited","Interconnector Limited|21X-GB-B-A0A0A-Z",UK,"United Kingdom",,TSO,"Transmission System Operator for Gas",1,Member,21X-GB-B-A0A0A-Z,,,,"Burdett House","4th Floor",,London,"WC2N 6DU","Steven De Ranter","+44 (0) 203 621 7800",intinfo@interconnector.com,http://www.interconnector.com,,http://www.interconnector.com,,https://www.fluxys.com/en/natural-gas-and-biomethane/empowering-you/tariffs/tariff_interconnector,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",https://gasdata.int.gsmartsuite.com/en,,https://gasdata.int.gsmartsuite.com/en,"Regulation (EU) No 2015/703, Article 16 information",https://www.fluxys.com/en/natural-gas-and-biomethane/empowering-you/terms-conditions/tandc_interconnector,,https://www.fluxys.com/en/natural-gas-and-biomethane/empowering-you/terms-conditions/tandc_interconnector,,https://gasdata.int.gsmartsuite.com/en/transmission/maintenance-activity/,,6,,1,,1,,1,,1,,1,,1,,1,,,1,,"Prices set out in the INT Charging Statement.",1,,"Prices set out in the INT Charging Statement.",,,,,1,,,"Commodity costs calculated in accordance with the formula in the IUK Charging Statement and published on https://www.fluxys.com/en/natural-gas-and-biomethane/empowering-you/tariffs/tariff_interconnector",,,"INT publishes a Charging Statement that sets out the prevailing prices that apply for capacity products – see https://www.fluxys.com/en/natural-gas-and-biomethane/empowering-you/tariffs/tariff_interconnector","Available capacity is offered via auctions on PRISMA in accordance with the CAM NC and via an implicit allocation mechanism using an implicit allocation partner and an implicit allocation platform.",,,,,"INT publishes information on its technical capacity at https://gasdata.int.gsmartsuite.com/en","Historical data available at https://gasdata.int.gsmartsuite.com/en",,,,,"For full details of where to find transparency related information, please visit https://www.fluxys.com/en/natural-gas-and-biomethane/supplying-europe/uk/operational-information","INT operates an hourly balancing model.",,,,1,"±1 kWh",,,,,,,,,,,,,,,"Shippers are required to ensure that their inputs  and outputs are equal on an hourly basis. ",Entry-Exit,,1,,11.5,,kWh/Nm3,,,"2026-07-22 00:16",https://gasdata.int.gsmartsuite.com/en,,https://gasdata.int.gsmartsuite.com/en,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",https://gasdata.int.gsmartsuite.com/en/transmission/remit-messages/news?altTemplate=NewsRSSEntsogUnavailabilties,https://gasdata.int.gsmartsuite.com/en/transmission/overnomination/News?altTemplate=NewsRSSEntsogOtherInformation,1,1UK-TSO-0003,1
https://www.entsog.eu/sites/default/files/2023-09/logo_bblcompany.png,UK-TSO-0004,BBL,"BBL Company","BBL Company|21X-NL-B-A0A0A-Q",NL,Netherlands,,TSO,"Transmission System Operator for Gas",1,Member,21X-NL-B-A0A0A-Q,,,,Concourslaan,17,225,"9700 AD",Groningen,"M.S. Koch","+31 50 521 1028",bbl-sales@bblcompany.com,www.bblcompany.com,,http://www.bblcompany.com,"General website from BBL",https://www.bblcompany.com/services/tariffs-forward-flow,"Regulation (EU) 2017/460, Article 29&30 Information",https://www.bblcompany.com/services/tariffs-forward-flow,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",http://www.bblcompany.com/services/available-transmission-capacity,,,"Regulation (EU) No 2015/703, Article 16 information",http://www.bblcompany.com/services/become-a-bbl-shipper,,http://www.bblcompany.com/services/become-a-bbl-shipper,,http://www.bblcompany.com/operational-data/maintenance,,6,,1,,1,,,,1,,1,,1,,1,,,1,EUR/kWh/h/a,Euro/Kilowatt-hour/Hour/Year,1,EUR/kWh/h/a,Euro/Kilowatt-hour/Hour/Year,1,1,,,,,0,,,,"Please go to our website https://www.bblcompany.com/services/tariffs-forward-flow for more detailed information about tariffs",,1,,1,,,,,,,,,Hourly,,,,,,,,,,,,,,,,,,,,,Entry-Exit,,1,,9.6,9.9,kWh/m3(n),,,"2026-07-22 00:16",http://www.bblcompany.com/,,http://www.bblcompany.com/,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-TSO-0004,1
"http://www.entsog.eu/public/images/TP/logo_Belfast GasTransmission.png",UK-TSO-0005,"Belfast Gas","Belfast Gas Transmission Ltd","Belfast Gas Transmission Ltd|                ",UK,"United Kingdom",,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-TSO-0005,1
"http://www.entsog.eu/public/images/TP/logo_BGE UK.png",UK-TSO-0006,"BGE (NI)","BGE (NI)","BGE (NI)|                ",UK,"United Kingdom",,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-TSO-0006,1
,UK-TSO-0007,"White Stream","White Stream","White Stream|                ",UK,"United Kingdom",,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-TSO-0007,1
http://www.entsog.eu/public/images/TP/logo_BGGroup.png,UK-UTI-0001,"BG Group","BG Group","BG Group|23XBGINT-------Q",UK,"United Kingdom",,UTI,"Utility Company",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1UK-UTI-0001,1
,SK-SSO-0004,"J&F s.r.o.","J&F s.r.o.","J&F s.r.o.|                ",SK,Slovakia,,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1SK-SSO-0004,1
,HU-SSO-0004,"HEXUM Natural Gas","HEXUM Natural Gas","HEXUM Natural Gas|21X0000000013643",HU,Hungary,,SSO,"Storage System Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1HU-SSO-0004,1
,ES-H2O-0001,EIH,"Enagas Infraestructuras de Hidrógeno","Enagas Infraestructuras de Hidrógeno|                ",ES,Spain,,H2FO,"Hydrogen Facility Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1ES-H2O-0001,1
,MA-TSO-0001,ONHYM,"The National Bureau of Petroleum and Mines","The National Bureau of Petroleum and Mines|                ",MA,Morocco,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1MA-TSO-0001,1
,ES-TSO-0011,"Enagas SNAM","Enagas SNAM","Enagas SNAM|                ",ES,Spain,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1ES-TSO-0011,1
,NL-TSO-0002,"NEDERLANDSE GASUNIE","N.V. NEDERLANDSE GASUNIE","N.V. NEDERLANDSE GASUNIE|                ",NL,Netherlands,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1NL-TSO-0002,1
,DE-H2O-0003,"DC & P","DC & P GmbH","DC & P GmbH|                ",DE,Germany,,H2FO,"Hydrogen Facility Operator",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DE-H2O-0003,1
,DE-TSO-0023,"BASF SE","BASF SE","BASF SE|                ",DE,Germany,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DE-TSO-0023,1
,NL-TSO-0003,EGEN,"EGEN B.V.","EGEN B.V.|                ",NL,Netherlands,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1NL-TSO-0003,1
,DK-TSO-0003,CIP,"Copenhagen Infrastructure Partners","Copenhagen Infrastructure Partners|                ",DK,Denmark,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DK-TSO-0003,1
,DE-TSO-0024,VNG,"VNG AG","VNG AG|                ",DE,Germany,,TSO,"Transmission System Operator for Gas",0,Unaffiliated,,,,,,,,,,,,,,,,,,"Regulation (EU) 2017/460, Article 29&30 Information",,"Regulation (EC) No 715/2009, Annex I Point 3.4.(6) information",,,,"Regulation (EU) No 2015/703, Article 16 information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-07-22 00:16",,,,"Regulation (EC) No 715/2009, Annex I Chapter 3 information",,,,1DE-TSO-0024,1
